Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1394,ICFI,Industrials,Consulting Services,NASDAQ,104.63,74,75,50,92
1395,LEA,Consumer Cyclical,Auto Parts,NYSE,104.62,74,54,47,53
1396,ZTO,Industrials,Integrated Freight & Logistics,NYSE,104.62,74,38,81,56
1397,CNHI,Industrials,Farm & Heavy Construction Machinery,NYSE,104.62,74,82,91,56
1398,KRYS,Healthcare,Biotechnology,NASDAQ,104.61,74,82,84,84
1399,CYAD,Healthcare,Biotechnology,NASDAQ,104.61,74,13,2,10
1400,WGO,Consumer Cyclical,Recreational Vehicles,NYSE,104.6,74,78,47,61
1401,RDIB,Communication Services,Entertainment,NASDAQ,104.6,74,71,53,62
1402,FWRD,Industrials,Integrated Freight & Logistics,NASDAQ,104.6,74,64,71,85
1403,AE,Energy,Oil & Gas Integrated,NYSE MKT,104.59,74,97,92,72
1404,NVST,Healthcare,Medical Instruments & Supplies,NYSE,104.58,74,57,33,41
1405,WAB,Industrials,Railroads,NYSE,104.51,74,78,85,75
1406,ENSG,Healthcare,Medical Care Facilities,NASDAQ,104.49,74,66,87,87
1407,DCPH,Healthcare,Biotechnology,NASDAQ,104.48,74,88,97,97
1408,DOOO,Consumer Cyclical,Recreational Vehicles,NASDAQ,104.47,74,81,75,45
1409,ATVI,Communication Services,Electronic Gaming & Multimedia,NASDAQ,104.46,74,58,70,75
1410,AXP,Financial Services,Credit Services,NYSE,104.43,74,76,55,54
1411,BTG,Basic Materials,Gold,NYSE MKT,104.43,74,53,77,61
1412,TWN,Financial Services,Asset Management,NYSE,104.42,74,50,36,30
1413,ITGR,Healthcare,Medical Devices,NYSE,104.39,74,64,47,22
1414,MA,Financial Services,Credit Services,NYSE,104.36,74,63,77,52
1415,DBTX,Healthcare,Biotechnology,NASDAQ,104.35,74,93,19,27
1416,CMTL,Technology,Communication Equipment,NASDAQ,104.35,74,89,67,34
1417,BHP,Basic Materials,Other Industrial Metals & Mining,NYSE,104.34,73,75,88,79
1418,MUFG,Financial Services,Banks—Diversified,NYSE,104.34,73,90,96,36
1419,IT,Technology,Information Technology Services,NYSE,104.33,73,73,86,88
1420,AMP,Financial Services,Asset Management,NYSE,104.31,73,82,84,84
1421,PPG,Basic Materials,Specialty Chemicals,NYSE,104.31,73,70,63,52
1422,BEN,Financial Services,Asset Management,NYSE,104.29,73,76,80,43
1423,ESTA,Healthcare,Medical Devices,NASDAQ,104.28,73,81,76,64
1424,ORI,Financial Services,Insurance—Diversified,NYSE,104.24,73,78,79,73
1425,DRVN,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,104.24,73,42,42,84
1426,KKR,Financial Services,Asset Management,NYSE,104.23,73,69,41,41
1427,INTU,Technology,Software—Application,NASDAQ,104.23,73,39,33,51
1428,VHAQ,Financial Services,Shell Companies,NYSE MKT,104.22,73,65,58,83
1429,ENTX,Healthcare,Biotechnology,NASDAQ,104.21,73,37,20,9
1430,ACIW,Technology,Softwareâ€”Infrastructure,NASDAQ,104.18,73,65,59,33
1431,MU,Technology,Semiconductors,NASDAQ,104.18,73,27,32,34
1432,CLDX,Healthcare,Biotechnology,NASDAQ,104.17,73,95,96,46
1433,HLIO,Industrials,Specialty Industrial Machinery,NYSE,104.16,73,85,32,24
1434,NPK,Industrials,Aerospace & Defense,NYSE,104.13,73,73,56,56
1435,F,Consumer Cyclical,Auto Manufacturers,NYSE,104.12,73,38,33,51
1436,IMOS,Technology,Semiconductors,NASDAQ,104.1,73,37,38,27
1437,PNW,Utilities,Utilities—Regulated Electric,NYSE,104.09,73,60,82,55
1438,SJW,Utilities,Utilities—Regulated Water,NYSE,104.08,73,78,94,62
1439,PLYM,Real Estate,REIT—Industrial,NYSE,104.08,73,67,57,31
1440,IRTC,Healthcare,Medical Instruments & Supplies,NASDAQ,104.07,73,36,21,92
1441,KRTX,Healthcare,Biotechnology,NASDAQ,104.04,73,88,93,99
1442,JELD,Industrials,Building Products & Equipment,NYSE,104.03,73,60,26,7
1443,GNT,Financial Services,Asset Management,NYSE,104.03,73,66,81,62
1444,CHE,Healthcare,Medical Care Facilities,NYSE,104.02,73,67,75,61
1445,RGCO,Utilities,Utilities—Regulated Gas,NASDAQ,104.01,73,76,76,72
1446,PSMT,Consumer Defensive,Discount Stores,NASDAQ,104.0,73,56,39,38
1447,CUBE,Real Estate,REIT—Industrial,NYSE,104.0,73,77,37,47
1448,XNET,Communication Services,Advertising Agencies,NASDAQ,104.0,73,83,91,22
1449,SLRC,Financial Services,Asset Management,NASDAQ,103.98,73,68,61,42
1450,ZBRA,Technology,Communication Equipment,NASDAQ,103.96,73,48,24,25
1451,SONO,Technology,Consumer Electronics,NASDAQ,103.94,73,67,37,16
1452,AVNS,Healthcare,Medical Devices,NYSE,103.93,73,68,59,25
1453,EPIX,Healthcare,Biotechnology,NASDAQ,103.92,73,17,46,4
1454,BCH,Financial Services,Banks—Regional,NYSE,103.9,73,72,79,86
1455,FAST,Industrials,Industrial Distribution,NASDAQ,103.89,73,64,42,52
1456,PRDO,Consumer Defensive,Education & Training Services,NASDAQ,103.86,73,77,94,54
1457,AGE,Healthcare,Biotechnology,NYSE MKT,103.86,73,52,29,29
1458,SIGI,Financial Services,Insurance—Property & Casualty,NASDAQ,103.84,73,82,76,82
1459,OFLX,Industrials,Specialty Industrial Machinery,NASDAQ,103.82,73,78,30,34
1460,BTAI,Healthcare,Biotechnology,NASDAQ,103.8,73,98,96,16
1461,KBR,Industrials,Engineering & Construction,NYSE,103.79,73,74,74,74
1462,CLOE,Financial Services,Shell Companies,NASDAQ,103.75,73,72,67,80
1463,RCS,Financial Services,Asset Management,NYSE,103.74,73,79,50,52
1464,VTVT,Healthcare,Biotechnology,NASDAQ,103.71,73,40,45,92
1465,EPD,Energy,Oil & Gas Midstream,NYSE,103.7,73,67,70,86
1466,OKTA,Technology,Software—Infrastructure,NASDAQ,103.69,73,71,24,4
1467,ADSK,Technology,Softwareâ€”Application,NASDAQ,103.69,73,50,37,66
1468,CLAY,Financial Services,Shell Companies,NASDAQ,103.68,73,64,67,84
1469,GLDG,Basic Materials,Gold,NYSE MKT,103.67,73,19,77,30
1470,TNC,Industrials,Specialty Industrial Machinery,NYSE,103.66,73,75,53,46
1471,APD,Basic Materials,Chemicals,NYSE,103.63,73,77,92,65
1472,T,Communication Services,Telecom Services,NYSE,103.62,72,59,82,36
1473,CRAI,Industrials,Consulting Services,NASDAQ,103.62,72,76,96,78
1474,BBCP,Industrials,Engineering & Construction,NASDAQ,103.62,72,84,37,63
1475,AZN,Healthcare,Drug Manufacturers—General,NASDAQ,103.6,72,58,87,55
1476,MCO,Financial Services,Financial Data & Stock Exchanges,NYSE,103.58,72,48,49,34
1477,NPO,Industrials,Specialty Industrial Machinery,NYSE,103.56,72,68,90,75
1478,LMAT,Healthcare,Medical Instruments & Supplies,NASDAQ,103.54,72,69,45,83
1479,SEDG,Technology,Solar,NASDAQ,103.53,72,77,79,36
1480,ZBH,Healthcare,Medical Devices,NYSE,103.52,72,69,82,64
1481,HSC,Industrials,Specialty Industrial Machinery,NYSE,103.48,72,73,48,8
1482,AYI,Industrials,Electrical Equipment & Parts,NYSE,103.47,72,74,57,56
1483,SAIC,Technology,Information Technology Services,NYSE,103.46,72,79,90,84
1484,HDSN,Basic Materials,Specialty Chemicals,NASDAQ,103.44,72,89,97,98
1485,SCVL,Consumer Cyclical,Apparel Retail,NASDAQ,103.41,72,59,37,46
1486,RAVE,Consumer Cyclical,Restaurants,NASDAQ,103.39,72,89,94,95
1487,PBH,Healthcare,Medical Distribution,NYSE,103.34,72,63,89,52
1488,BKE,Consumer Cyclical,Apparel Retail,NYSE,103.34,72,74,96,88
1489,DOW,Basic Materials,Chemicals,NYSE,103.32,72,72,68,43
1490,IRM,Real Estate,REIT—Specialty,NYSE,103.32,72,65,74,74
1491,BEPC,Utilities,Utilities—Renewable,NYSE,103.3,72,22,29,59
1492,OMF,Financial Services,Credit Services,NYSE,103.28,72,78,43,27
1493,PAR,Technology,Software—Application,NYSE,103.28,72,81,21,24
1494,GOGL,Industrials,Marine Shipping,NASDAQ,103.28,72,78,43,66
1495,FDUS,Financial Services,Asset Management,NASDAQ,103.26,72,76,80,78
1496,SBLK,Industrials,Marine Shipping,NASDAQ,103.25,72,81,48,73
1497,SPB,Consumer Defensive,Household & Personal Products,NYSE,103.25,72,56,75,9
1498,VERY,Financial Services,Insurance—Life,NASDAQ,103.24,72,61,47,80
1499,UPS,Industrials,Integrated Freight & Logistics,NYSE,103.23,72,45,54,50
1500,AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,103.22,72,67,70,53
1501,APPN,Technology,Softwareâ€”Infrastructure,NASDAQ,103.19,72,49,14,30
1502,DRQ,Energy,Oil & Gas Equipment & Services,NYSE,103.19,72,93,78,48
1503,NG,Basic Materials,Gold,NYSE MKT,103.18,72,57,90,38
1504,SELB,Healthcare,Biotechnology,NASDAQ,103.17,72,85,17,49
1505,LUNA,Technology,Scientific & Technical Instruments,NASDAQ,103.14,72,96,98,20
1506,NWLI,Financial Services,Insurance—Life,NASDAQ,103.14,72,89,96,47
1507,AZO,Consumer Cyclical,Specialty Retail,NYSE,103.14,72,78,85,87
1508,EMO,Financial Services,Asset Management,NYSE,103.14,72,73,82,90
1509,FATBP,Consumer Cyclical,Restaurants,NASDAQ,103.11,72,62,65,87
1510,UNM,Financial Services,Insurance—Life,NYSE,103.11,72,89,92,97
1511,NYMTM,Real Estate,REIT—Mortgage,NASDAQ,103.08,72,68,50,39
1512,AAL,Industrials,Airlines,NASDAQ,103.04,72,77,41,28
1513,RGR,Industrials,Aerospace & Defense,NYSE,103.03,72,59,53,36
1514,NOG,Energy,Oil & Gas E&P,NYSE,103.03,72,73,78,97
1515,LAMR,Real Estate,REIT—Specialty,NASDAQ,103.01,72,73,56,47
1516,BPRN,Financial Services,Banks—Regional,NASDAQ,103.0,72,80,83,78
1517,LRN,Consumer Defensive,Education & Training Services,NYSE,103.0,72,84,30,93
1518,ERIE,Financial Services,Insurance Brokers,NASDAQ,102.99,72,76,89,94
1519,GATX,Industrials,Rental & Leasing Services,NYSE,102.98,72,55,82,66
1520,PRTA,Healthcare,Biotechnology,NASDAQ,102.96,72,95,91,98
1521,SSYS,Technology,Computer Hardware,NASDAQ,102.94,72,22,21,22
1522,GSL,Industrials,Marine Shipping,NYSE,102.93,72,74,42,64
1523,MFIN,Financial Services,Credit Services,NASDAQ,102.91,72,74,78,78
1524,PRMW,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,102.89,72,67,83,59
1525,HTLD,Industrials,Trucking,NASDAQ,102.88,72,74,79,74
1526,NNDM,Technology,Computer Hardware,NASDAQ,102.86,72,79,29,20
1527,ALOT,Technology,Computer Hardware,NASDAQ,102.84,71,57,66,59
1528,LPTH,Technology,Electronic Components,NASDAQ,102.82,71,90,30,19
1529,SAR,Financial Services,Asset Management,NYSE,102.8,71,75,84,46
1530,SEVN,Real Estate,REIT—Mortgage,NASDAQ,102.8,71,81,43,61
1531,MAIN,Financial Services,Asset Management,NYSE,102.79,71,75,61,45
1532,VICI,Real Estate,REIT—Diversified,NYSE,102.78,71,74,78,86
1533,ENLC,Energy,Oil & Gas Midstream,NYSE,102.78,71,69,96,94
1534,BSM,Energy,Oil & Gas E&P,NYSE,102.77,71,69,87,97
1535,VRSN,Technology,Software—Infrastructure,NASDAQ,102.76,71,56,68,58
1536,TELA,Healthcare,Medical Devices,NASDAQ,102.74,71,89,91,54
1537,MDU,Basic Materials,Building Materials,NYSE,102.71,71,74,81,76
1538,IMO,Energy,Oil & Gas Integrated,NYSE MKT,102.7,71,55,72,92
1539,EVBG,Technology,Software—Application,NASDAQ,102.7,71,39,23,33
1540,WMT,Consumer Defensive,Discount Stores,NYSE,102.69,71,52,76,68
1541,CGBD,Financial Services,Asset Management,NASDAQ,102.69,71,82,90,65
1542,SUPN,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,102.69,71,85,91,91
1543,EFOI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,102.65,71,22,6,4
1544,GPACU,Financial Services,Shell Companies,NASDAQ,102.64,71,63,65,77
1545,PLXS,Technology,Electronic Components,NASDAQ,102.62,71,57,89,87
1546,ACGLO,Financial Services,Insuranceâ€”Diversified,NASDAQ,102.62,71,55,48,64
1547,NGVT,Basic Materials,Specialty Chemicals,NYSE,102.62,71,78,82,65
1548,TRKA,Communication Services,Advertising Agencies,NASDAQ,102.59,71,98,1,3
1549,POST,Consumer Defensive,Packaged Foods,NYSE,102.58,71,74,88,87
1550,DGICA,Financial Services,Insurance—Property & Casualty,NASDAQ,102.54,71,70,72,58
1551,HHC,Real Estate,Real Estate—Diversified,NYSE,102.53,71,73,74,23
1552,BYTSU,Financial Services,Shell Companies,NASDAQ,102.52,71,60,62,75
1553,ECL,Basic Materials,Specialty Chemicals,NYSE,102.51,71,56,37,36
1554,AMS,Healthcare,Medical Care Facilities,NYSE MKT,102.5,71,85,90,88
1555,BRW,Financial Services,Asset Management,NYSE,102.49,71,64,60,74
1556,AMSC,Industrials,Specialty Industrial Machinery,NASDAQ,102.46,71,67,14,18
1557,BSAC,Financial Services,Banks—Regional,NYSE,102.43,71,53,52,51
1558,NEWP,Basic Materials,Other Precious Metals & Mining,NYSE MKT,102.42,71,45,50,37
1559,LILA,Communication Services,Telecom Services,NASDAQ,102.41,71,75,49,34
1560,CVR,Industrials,Tools & Accessories,NYSE MKT,102.41,71,79,78,74
1561,UTZ,Consumer Defensive,Packaged Foods,NYSE,102.4,71,69,80,67
1562,LII,Industrials,Specialty Industrial Machinery,NYSE,102.4,71,66,57,57
1563,CVCY,Financial Services,Banks—Regional,NASDAQ,102.38,71,91,83,73
1564,KRG,Real Estate,REIT—Retail,NYSE,102.37,71,64,86,57
1565,AM,Energy,Oil & Gas Midstream,NYSE,102.36,71,68,86,84
1566,AJG,Financial Services,Insurance Brokers,NYSE,102.34,71,69,80,86
1567,CTR,Financial Services,Asset Management,NYSE,102.33,71,68,74,88
1568,ALE,Utilities,Utilitiesâ€”Diversified,NYSE,102.32,71,52,87,40
1569,QRVO,Technology,Semiconductors,NASDAQ,102.31,71,48,34,23
1570,COKE,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,102.31,71,74,53,50
1571,MSM,Industrials,Industrial Distribution,NYSE,102.3,71,68,74,67
1572,CTOS,Industrials,Rental & Leasing Services,NYSE,102.29,71,72,57,69
1573,CRT,Energy,Oil & Gas E&P,NYSE,102.28,71,49,98,99
1574,BVN,Basic Materials,Other Precious Metals & Mining,NYSE,102.28,71,73,74,69
1575,DAL,Industrials,Airlines,NYSE,102.27,71,74,68,42
1576,AL,Industrials,Rental & Leasing Services,NYSE,102.26,71,81,83,48
1577,RIO,Basic Materials,Other Industrial Metals & Mining,NYSE,102.25,71,77,87,66
1578,CNMD,Healthcare,Medical Devices,NYSE,102.25,71,51,40,23
1579,GTIM,Consumer Cyclical,Restaurants,NASDAQ,102.24,71,49,34,16
1580,SRV,Financial Services,Asset Management,NYSE,102.22,71,71,79,89
1581,BMRN,Healthcare,Biotechnology,NASDAQ,102.21,70,80,92,85
1582,CMCM,Communication Services,Internet Content & Information,NYSE,102.18,70,27,14,8
1583,BBSI,Industrials,Staffing & Employment Services,NASDAQ,102.17,70,75,92,88
1584,MS,Financial Services,Capital Markets,NYSE,102.17,70,78,70,66
1585,FANG,Energy,Oil & Gas E&P,NASDAQ,102.16,70,72,74,95
1586,KXIN,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,102.15,70,17,5,15
1587,JAKK,Consumer Cyclical,Leisure,NASDAQ,102.1,70,82,94,98
1588,KEX,Industrials,Marine Shipping,NYSE,102.09,70,76,58,90
1589,TSRI,Technology,Software—Application,NASDAQ,102.08,70,67,35,51
1590,PUK,Financial Services,Insurance—Life,NYSE,102.07,70,87,89,27
1591,TPVG,Financial Services,Asset Management,NYSE,102.05,70,41,34,36
1592,INTC,Technology,Semiconductors,NASDAQ,102.04,70,15,25,15
1593,WHLM,Industrials,Specialty Business Services,NASDAQ,102.02,70,38,29,42
1594,FR,Real Estate,REIT—Industrial,NYSE,101.98,70,65,52,46
1595,AON,Financial Services,Insurance Brokers,NYSE,101.97,70,65,73,69
1596,ZKIN,Basic Materials,Steel,NASDAQ,101.97,70,15,9,14
1597,GGB,Basic Materials,Steel,NYSE,101.97,70,71,90,87
1598,NOW,Technology,Software—Application,NYSE,101.96,70,40,28,39
1599,BECN,Industrials,Building Products & Equipment,NASDAQ,101.95,70,80,45,88
1600,BABA,Consumer Cyclical,Internet Retail,NYSE,101.94,70,43,67,23
1601,NMG,Basic Materials,Other Industrial Metals & Mining,NYSE,101.92,70,50,23,86
1602,MBCN,Financial Services,Banks—Regional,NASDAQ,101.91,70,68,77,91
1603,TRGP,Energy,Oil & Gas Midstream,NYSE,101.9,70,75,84,87
1604,ALKS,Healthcare,Biotechnology,NASDAQ,101.89,70,70,60,33
1605,EXEL,Healthcare,Biotechnology,NASDAQ,101.88,70,36,42,29
1606,EKSO,Healthcare,Medical Instruments & Supplies,NASDAQ,101.87,70,27,19,23
1607,FLR,Industrials,Engineering & Construction,NYSE,101.87,70,91,92,95
1608,SEM,Healthcare,Medical Care Facilities,NYSE,101.86,70,78,64,51
1609,LNG,Energy,Oil & Gas Midstream,NYSE MKT,101.85,70,69,73,98
1610,LILAK,Communication Services,Telecom Services,NASDAQ,101.81,70,74,52,34
1611,MEI,Technology,Electronic Components,NYSE,101.81,70,78,84,61
1612,SBR,Energy,Oil & Gas E&P,NYSE,101.8,70,72,96,99
1613,TALS,Healthcare,Biotechnology,NASDAQ,101.79,70,16,1,7
1614,CION,Financial Services,Asset Management,NYSE,101.78,70,75,78,55
1615,VBFC,Financial Services,Banks—Regional,NASDAQ,101.78,70,82,57,53
1616,CNM,Industrials,Industrial Distribution,NYSE,101.77,70,74,31,75
1617,CAG,Consumer Defensive,Packaged Foods,NYSE,101.77,70,63,87,71
1618,CIG,Utilities,Utilities—Diversified,NYSE,101.76,70,26,41,74
1619,ATHM,Communication Services,Internet Content & Information,NYSE,101.75,70,71,75,48
1620,PKG,Consumer Cyclical,Packaging & Containers,NYSE,101.75,70,56,64,44
1621,SMPL,Consumer Defensive,Packaged Foods,NASDAQ,101.75,70,54,71,53
1622,VSEC,Industrials,Aerospace & Defense,NASDAQ,101.75,70,90,84,59
1623,CCJ,Energy,Uranium,NYSE,101.73,70,78,36,91
1624,GRMN,Technology,Scientific & Technical Instruments,NYSE,101.73,70,58,53,24
1625,SUM,Basic Materials,Building Materials,NYSE,101.7,70,70,78,49
1626,LMT,Industrials,Aerospace & Defense,NYSE,101.7,70,69,89,84
1627,CTRE,Real Estate,REIT—Healthcare Facilities,NYSE,101.7,70,70,68,54
1628,BRY,Energy,Oil & Gas E&P,NASDAQ,101.7,70,75,52,91
1629,UTI,Consumer Defensive,Education & Training Services,NYSE,101.68,70,39,49,28
1630,EM,Consumer Cyclical,Personal Services,NASDAQ,101.66,70,90,94,13
1631,GAM,Financial Services,Asset Management,NYSE,101.66,70,56,54,56
1632,MGEE,Utilities,Utilities—Diversified,NASDAQ,101.65,70,43,55,41
1633,IOSP,Basic Materials,Specialty Chemicals,NASDAQ,101.65,70,73,86,66
1634,PRAA,Financial Services,Credit Services,NASDAQ,101.65,70,80,39,33
1635,ILMN,Healthcare,Diagnostics & Research,NASDAQ,101.65,70,35,26,33
