Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
702,BRKR,Healthcare,Medical Devices,NASDAQ,117.99,87,81,81,42
703,WSO,Industrials,Industrial Distribution,NYSE,117.95,87,83,48,71
704,SAH,Consumer Cyclical,Auto & Truck Dealerships,NYSE,117.92,87,84,85,85
705,APLS,Healthcare,Biotechnology,NASDAQ,117.92,87,91,45,96
706,JBSS,Consumer Defensive,Packaged Foods,NASDAQ,117.91,87,81,76,70
707,FCFS,Financial Services,Credit Services,NASDAQ,117.9,87,79,89,88
708,HCTI,Healthcare,Health Information Services,NASDAQ,117.88,87,41,4,1
709,SOHON,Real Estate,REIT—Hotel & Motel,NASDAQ,117.87,87,85,82,94
710,PCAR,Industrials,Farm & Heavy Construction Machinery,NASDAQ,117.83,86,88,87,86
711,FDX,Industrials,Integrated Freight & Logistics,NYSE,117.82,86,66,47,24
712,CCU,Consumer Defensive,Beverages—Brewers,NYSE,117.78,86,90,68,42
713,BLD,Industrials,Engineering & Construction,NYSE,117.78,86,83,31,63
714,NVT,Industrials,Electrical Equipment & Parts,NYSE,117.74,86,89,86,75
715,LGIH,Consumer Cyclical,Residential Construction,NASDAQ,117.73,86,59,58,41
716,ABG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,117.71,86,90,80,59
717,SYK,Healthcare,Medical Devices,NYSE,117.68,86,81,80,61
718,IBEX,Technology,Software—Application,NASDAQ,117.62,86,94,97,87
719,UNVR,Basic Materials,Chemicals,NYSE,117.6,86,81,90,61
720,CLS,Technology,Electronic Components,NYSE,117.53,86,85,83,56
721,MIGI,Healthcare,Biotechnology,NASDAQ,117.51,86,9,4,0
722,KWR,Basic Materials,Specialty Chemicals,NYSE,117.44,86,77,64,42
723,MDC,Consumer Cyclical,Residential Construction,NYSE,117.41,86,72,55,31
724,PWR,Industrials,Engineering & Construction,NYSE,117.4,86,86,77,86
725,CCF,Basic Materials,Specialty Chemicals,NYSE MKT,117.4,86,80,73,66
726,GTY,Real Estate,REIT—Retail,NYSE,117.39,86,84,92,70
727,ODFL,Industrials,Trucking,NASDAQ,117.31,86,86,65,67
728,FLYW,Technology,Information Technology Services,NASDAQ,117.31,86,86,45,42
729,INFN,Technology,Communication Equipment,NASDAQ,117.23,86,78,71,26
730,SWKS,Technology,Semiconductors,NASDAQ,117.21,86,73,34,29
731,ROK,Industrials,Specialty Industrial Machinery,NYSE,117.19,86,86,73,64
732,WTS,Industrials,Specialty Industrial Machinery,NYSE,117.17,86,86,71,55
733,HCA,Healthcare,Medical Care Facilities,NYSE,117.14,86,75,89,70
734,AOS,Industrials,Specialty Industrial Machinery,NYSE,117.13,86,78,64,37
735,NATH,Consumer Cyclical,Restaurants,NASDAQ,117.13,86,91,88,92
736,RBBN,Communication Services,Telecom Services,NASDAQ,117.12,86,95,36,18
737,AVRO,Healthcare,Biotechnology,NASDAQ,117.12,86,94,34,8
738,PANW,Technology,Software—Infrastructure,NASDAQ,117.11,86,69,25,74
739,MSCI,Financial Services,Financial Data & Stock Exchanges,NYSE,117.05,86,75,59,52
740,TR,Consumer Defensive,Confectioners,NYSE,117.02,86,82,93,74
741,LFST,Healthcare,Medical Care Facilities,NASDAQ,117.02,86,16,11,70
742,PCG,Utilities,Utilities—Regulated Electric,NYSE,116.96,86,87,93,96
743,VRME,Industrials,Security & Protection Services,NASDAQ,116.94,86,70,15,11
744,LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,116.93,86,87,44,35
745,SOHOB,Real Estate,REIT—Hotel & Motel,NASDAQ,116.92,86,85,83,96
746,GMS,Industrials,Building Products & Equipment,NYSE,116.9,86,88,76,60
747,DCI,Industrials,Specialty Industrial Machinery,NYSE,116.86,86,86,85,72
748,SIG,Consumer Cyclical,Luxury Goods,NYSE,116.85,86,84,73,51
749,ADNT,Consumer Cyclical,Auto Parts,NYSE,116.79,86,86,77,45
750,AVGO,Technology,Semiconductors,NASDAQ,116.77,86,83,74,58
751,AJRD,Industrials,Aerospace & Defense,NYSE,116.76,86,87,95,74
752,CDAY,Technology,Software—Application,NYSE,116.71,86,80,54,64
753,UBS,Financial Services,Banks—Diversified,NYSE,116.71,86,89,90,53
754,FTNT,Technology,Software—Infrastructure,NASDAQ,116.71,86,70,28,45
755,IPG,Communication Services,Advertising Agencies,NYSE,116.69,86,77,87,46
756,SIEB,Financial Services,Capital Markets,NASDAQ,116.67,86,81,23,44
757,HMY,Basic Materials,Gold,NYSE,116.64,86,36,85,41
758,QLI,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,116.58,86,43,11,11
759,GB,Technology,Information Technology Services,NYSE,116.55,86,93,35,53
760,ZUO,Technology,Software—Infrastructure,NYSE,116.49,86,72,15,17
761,DCBO,Technology,Software—Application,NASDAQ,116.45,86,67,45,24
762,IDT,Communication Services,Telecom Services,NYSE,116.39,86,70,41,67
763,ICHR,Technology,Semiconductor Equipment & Materials,NASDAQ,116.37,86,72,45,38
764,NRP,Energy,Thermal Coal,NYSE,116.36,85,95,93,94
765,HSKA,Healthcare,Diagnostics & Research,NASDAQ,116.35,85,58,16,16
766,MLP,Real Estate,Real Estate Services,NYSE,116.34,85,35,54,54
767,ABNB,Communication Services,Internet Content & Information,NASDAQ,116.28,85,73,20,47
768,WK,Technology,Software—Application,NYSE,116.27,85,80,41,50
769,USAC,Energy,Oil & Gas Equipment & Services,NYSE,116.24,85,89,86,90
770,SPXC,Industrials,Specialty Industrial Machinery,NYSE,116.24,85,89,89,89
771,CYH,Healthcare,Medical Care Facilities,NYSE,116.22,85,96,87,3
772,OVID,Healthcare,Biotechnology,NASDAQ,116.22,85,83,28,19
773,SMAR,Technology,Software—Application,NYSE,116.2,85,88,37,45
774,HVT,Consumer Cyclical,Home Improvement Retail,NYSE,116.2,85,89,91,65
775,RNR,Financial Services,Insurance—Reinsurance,NYSE,116.13,85,92,93,49
776,PRGS,Technology,Software—Application,NASDAQ,116.07,85,84,84,76
777,SITM,Technology,Semiconductors,NASDAQ,116.05,85,65,21,7
778,NOVT,Technology,Scientific & Technical Instruments,NASDAQ,116.02,85,71,66,51
779,MESA,Industrials,Airlines,NASDAQ,116.01,85,97,28,7
780,PTON,Consumer Cyclical,Leisure,NASDAQ,115.99,85,69,19,10
781,PODD,Healthcare,Medical Devices,NASDAQ,115.97,85,71,82,70
782,KRUS,Consumer Cyclical,Restaurants,NASDAQ,115.87,85,84,24,95
783,BSIG,Financial Services,Asset Management,NYSE,115.79,85,88,75,41
784,MANH,Technology,Software—Application,NASDAQ,115.77,85,77,36,85
785,GILD,Healthcare,Drug Manufacturers—General,NASDAQ,115.62,85,82,95,81
786,AROC,Energy,Oil & Gas Equipment & Services,NYSE,115.6,85,92,88,55
787,FGF,Financial Services,Insurance—Diversified,NASDAQ,115.58,85,84,97,24
788,WDAY,Technology,Software—Application,NASDAQ,115.52,85,70,47,43
789,EBON,Technology,Computer Hardware,NASDAQ,115.52,85,17,0,7
790,PDD,Consumer Cyclical,Internet Retail,NASDAQ,115.49,85,95,97,90
791,HEES,Industrials,Rental & Leasing Services,NASDAQ,115.44,85,95,95,54
792,UBER,Technology,Software—Application,NYSE,115.42,85,86,32,69
793,ITW,Industrials,Specialty Industrial Machinery,NYSE,115.41,85,78,81,66
794,CPA,Industrials,Airlines,NYSE,115.39,85,86,85,74
795,IMAX,Communication Services,Entertainment,NYSE,115.36,85,74,41,45
796,SFIX,Consumer Cyclical,Specialty Retail,NASDAQ,115.35,85,36,8,6
797,OVLY,Financial Services,Banks—Regional,NASDAQ,115.34,85,95,95,76
798,SPSC,Technology,Software—Infrastructure,NASDAQ,115.25,85,82,53,86
799,DADA,Consumer Cyclical,Internet Retail,NASDAQ,115.25,85,96,96,10
800,SNPS,Technology,Software—Infrastructure,NASDAQ,115.25,85,73,56,75
801,SLVM,Basic Materials,Paper & Paper Products,NYSE,115.22,85,77,97,97
802,TT,Industrials,Specialty Industrial Machinery,NYSE,115.19,85,86,85,74
803,DSKE,Industrials,Trucking,NASDAQ,115.18,85,82,26,34
804,BMA,Financial Services,Banks—Regional,NYSE,115.15,85,93,90,91
805,BBAR,Financial Services,Banks—Regional,NYSE,115.14,85,96,94,90
806,SNEX,Financial Services,Capital Markets,NASDAQ,115.12,85,83,92,92
807,DRI,Consumer Cyclical,Restaurants,NYSE,115.11,85,76,81,75
808,AEIS,Industrials,Electrical Equipment & Parts,NASDAQ,115.11,85,71,72,73
809,AMPH,Healthcare,Drug Manufacturersâ€”Specialty & Generic,NASDAQ,115.09,85,82,48,76
810,XPRO,Energy,Oil & Gas Equipment & Services,NYSE,115.04,85,96,91,92
811,GFL,Industrials,Waste Management,NYSE,114.98,85,68,72,42
812,VYGR,Healthcare,Biotechnology,NASDAQ,114.97,85,91,84,93
813,ABB,Industrials,Electrical Equipment & Parts,NYSE,114.97,85,76,80,44
814,XPEL,Consumer Cyclical,Auto Parts,NASDAQ,114.94,85,65,65,87
815,IR,Industrials,Specialty Industrial Machinery,NYSE,114.93,85,82,81,72
816,GOLF,Consumer Cyclical,Leisure,NYSE,114.93,85,81,54,72
817,PCGU,Utilities,Utilities—Regulated Electric,NYSE,114.93,85,85,92,95
818,CTLP,Technology,Information Technology Services,NASDAQ,114.89,85,90,44,9
819,TUSK,Energy,Oil & Gas Equipment & Services,NASDAQ,114.86,84,98,99,99
820,TIG,Financial Services,Insurance—Specialty,NASDAQ,114.86,84,95,94,10
821,HXL,Industrials,Aerospace & Defense,NYSE,114.83,84,89,82,71
822,GPK,Consumer Cyclical,Packaging & Containers,NYSE,114.83,84,77,76,76
823,SUPV,Financial Services,Banks—Regional,NYSE,114.79,84,95,92,88
824,FTDR,Consumer Cyclical,Personal Services,NASDAQ,114.73,84,80,29,22
825,SJT,Energy,Oil & Gas E&P,NYSE,114.69,84,78,93,97
826,GLRE,Financial Services,Insurance—Reinsurance,NASDAQ,114.69,84,87,84,80
827,MTZ,Industrials,Engineering & Construction,NYSE,114.69,84,87,86,43
828,SCPL,Communication Services,Electronic Gaming & Multimedia,NASDAQ,114.64,84,88,89,65
829,CENX,Basic Materials,Aluminum,NASDAQ,114.64,84,87,33,12
830,CSTM,Basic Materials,Aluminum,NYSE,114.6,84,82,42,25
831,KLIC,Technology,Semiconductor Equipment & Materials,NASDAQ,114.6,84,76,53,50
832,CBRL,Consumer Cyclical,Restaurants,NASDAQ,114.57,84,53,53,52
833,MSI,Technology,Communication Equipment,NYSE,114.55,84,74,79,82
834,PNR,Industrials,Specialty Industrial Machinery,NYSE,114.52,84,82,48,31
835,BLX,Financial Services,Banks—Regional,NYSE,114.48,84,86,86,60
836,SHAK,Consumer Cyclical,Restaurants,NYSE,114.47,84,73,33,52
837,PFMT,Industrials,Specialty Business Services,NASDAQ,114.47,84,94,97,24
838,SXC,Basic Materials,Coking Coal,NYSE,114.46,84,90,94,58
839,CSWI,Industrials,Specialty Industrial Machinery,NASDAQ,114.44,84,85,63,78
840,CMC,Basic Materials,Steel,NYSE,114.43,84,89,94,89
841,MSGS,Communication Services,Entertainment,NYSE,114.43,84,87,93,65
842,MT,Basic Materials,Steel,NYSE,114.42,84,83,81,34
843,ORIC,Healthcare,Biotechnology,NASDAQ,114.4,84,75,91,6
844,TACT,Technology,Computer Hardware,NASDAQ,114.39,84,91,94,19
845,TTD,Technology,Software—Application,NASDAQ,114.38,84,46,20,73
846,DLB,Technology,Information Technology Services,NYSE,114.32,84,76,51,43
847,DMLP,Energy,Oil & Gas E&P,NASDAQ,114.3,84,85,91,96
848,EURN,Energy,Oil & Gas Midstream,NYSE,114.3,84,89,94,97
849,ELA,Consumer Cyclical,Specialty Retail,NYSE MKT,114.27,84,94,67,76
850,FWONA,Communication Services,Broadcasting,NASDAQ,114.24,84,84,46,83
851,AGMH,Technology,Softwareâ€”Application,NASDAQ,114.22,84,38,37,31
852,HZNP,Healthcare,Drug Manufacturers—General,NASDAQ,114.2,84,89,96,23
853,TER,Technology,Semiconductor Equipment & Materials,NASDAQ,114.19,84,69,36,28
854,OTEX,Technology,Software—Application,NASDAQ,114.16,84,69,38,18
855,ST,Technology,Scientific & Technical Instruments,NYSE,114.13,84,75,41,43
856,COLL,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,114.12,84,94,97,55
857,KNSL,Financial Services,Insurance—Property & Casualty,NYSE,114.11,84,88,75,95
858,DCP,Energy,Oil & Gas Midstream,NYSE,114.07,84,79,90,95
859,SMFG,Financial Services,Banks—Diversified,NYSE,114.05,84,92,95,54
860,CRTO,Communication Services,Advertising Agencies,NASDAQ,114.05,84,83,46,72
861,BIDU,Communication Services,Internet Content & Information,NASDAQ,114.04,84,84,52,43
862,NAUT,Healthcare,Biotechnology,NASDAQ,114.03,84,33,11,11
863,WPP,Communication Services,Advertising Agencies,NYSE,114.01,84,84,63,29
864,FWONK,Communication Services,Broadcasting,NASDAQ,113.99,84,85,51,85
865,LPL,Technology,Consumer Electronics,NYSE,113.96,84,38,29,22
866,TRI,Industrials,Consulting Services,NYSE,113.94,84,77,80,68
867,HSTM,Healthcare,Health Information Services,NASDAQ,113.93,84,79,80,63
868,EXP,Basic Materials,Building Materials,NYSE,113.93,84,78,82,53
869,TGB,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,113.86,84,86,76,35
870,CSIQ,Technology,Solar,NASDAQ,113.85,84,84,45,89
871,GTES,Industrials,Specialty Industrial Machinery,NYSE,113.75,84,83,57,32
872,KVHI,Technology,Communication Equipment,NASDAQ,113.74,83,68,84,78
873,LSI,Real Estate,REIT—Industrial,NYSE,113.74,83,75,27,50
874,RE,Financial Services,Insurance—Reinsurance,NYSE,113.74,83,90,92,70
875,CHNR,Basic Materials,Other Industrial Metals & Mining,NASDAQ,113.72,83,95,15,14
876,RSKD,Technology,Software—Application,NYSE,113.72,83,59,45,25
877,HWM,Industrials,Specialty Industrial Machinery,NYSE,113.72,83,84,89,73
878,MEOH,Basic Materials,Chemicals,NASDAQ,113.69,83,90,45,44
879,SMG,Basic Materials,Agricultural Inputs,NYSE,113.67,83,85,27,4
880,GNW,Financial Services,Insurance—Life,NYSE,113.64,83,93,95,76
881,LVOX,Technology,Software—Infrastructure,NASDAQ,113.57,83,42,60,93
882,AZEK,Industrials,Building Products & Equipment,NYSE,113.55,83,80,69,30
883,BUD,Consumer Defensive,Beverages—Brewers,NYSE,113.54,83,76,86,39
884,LQDA,Healthcare,Biotechnology,NASDAQ,113.5,83,93,80,95
885,TTC,Industrials,Tools & Accessories,NYSE,113.46,83,85,93,89
886,RKT,Financial Services,Mortgage Finance,NYSE,113.42,83,40,31,19
887,REGN,Healthcare,Biotechnology,NASDAQ,113.41,83,82,77,92
888,CODA,Industrials,Aerospace & Defense,NASDAQ,113.38,83,86,86,59
889,VAL,Energy,Oil & Gas Equipment & Services,NYSE,113.35,83,90,94,97
890,TSM,Technology,Semiconductors,NYSE,113.32,83,56,35,30
891,MSB,Basic Materials,Steel,NYSE,113.19,83,84,24,40
892,ETN,Industrials,Specialty Industrial Machinery,NYSE,113.12,83,84,81,72
893,AIRT,Industrials,Integrated Freight & Logistics,NASDAQ,113.11,83,63,92,76
894,KOS,Energy,Oil & Gas E&P,NYSE,113.08,83,88,77,96
895,RADI,Communication Services,Telecom Services,NASDAQ,113.08,83,68,54,15
896,APTV,Consumer Cyclical,Auto Parts,NYSE,113.05,83,78,44,30
897,SANW,Consumer Defensive,Farm Products,NASDAQ,113.04,83,92,96,13
898,SBH,Consumer Cyclical,Specialty Retail,NYSE,113.02,83,83,53,52
899,FCN,Industrials,Consulting Services,NYSE,113.01,83,78,51,86
900,DMTK,Healthcare,Diagnostics & Research,NASDAQ,112.99,83,58,2,3
901,ONVO,Healthcare,Diagnostics & Research,NASDAQ,112.93,83,63,10,11
902,BCO,Industrials,Security & Protection Services,NYSE,112.88,83,78,42,63
903,INSE,Communication Services,Electronic Gaming & Multimedia,NASDAQ,112.86,83,93,92,69
904,MXE,Financial Services,Asset Management,NYSE,112.82,83,83,78,56
905,BSY,Technology,Software—Application,NASDAQ,112.82,83,76,53,43
906,DDD,Technology,Computer Hardware,NYSE,112.81,83,62,18,17
907,NVMI,Technology,Semiconductor Equipment & Materials,NASDAQ,112.78,83,41,32,44
908,GBLI,Financial Services,Insurance—Property & Casualty,NYSE,112.78,83,81,70,46
909,BGNE,Healthcare,Biotechnology,NASDAQ,112.76,83,93,95,19
910,TIPT,Financial Services,Insurance—Specialty,NASDAQ,112.74,83,87,93,61
911,NYT,Communication Services,Publishing,NYSE,112.74,83,74,53,36
912,SNCY,Industrials,Airlines,NASDAQ,112.73,83,41,35,17
913,RL,Consumer Cyclical,Apparel Manufacturing,NYSE,112.73,83,77,84,58
914,AXSM,Healthcare,Biotechnology,NASDAQ,112.71,83,95,98,94
915,MXF,Financial Services,Asset Management,NYSE,112.7,83,83,80,65
916,CMG,Consumer Cyclical,Restaurants,NYSE,112.64,83,46,40,79
917,SB,Industrials,Marine Shipping,NYSE,112.64,83,81,35,27
918,TZOO,Consumer Cyclical,Travel Services,NASDAQ,112.63,83,24,31,20
919,PINS,Communication Services,Internet Content & Information,NYSE,112.57,83,77,48,79
920,NWG,Financial Services,Banks—Diversified,NYSE,112.56,83,86,91,60
921,SSD,Industrials,Building Products & Equipment,NYSE,112.56,83,76,49,26
922,SRT,Industrials,Specialty Business Services,NYSE,112.55,83,52,65,69
923,YTEN,Basic Materials,Agricultural Inputs,NASDAQ,112.55,83,42,11,47
924,TJX,Consumer Cyclical,Apparel Retail,NYSE,112.53,83,78,92,84
925,PANL,Industrials,Marine Shipping,NASDAQ,112.5,83,91,89,86
926,APPF,Technology,Softwareâ€”Application,NASDAQ,112.5,83,83,63,85
927,SIM,Basic Materials,Steel,NYSE MKT,112.49,82,79,81,91
928,NXPI,Technology,Semiconductors,NASDAQ,112.49,82,66,44,57
929,EPAC,Industrials,Specialty Industrial Machinery,NYSE,112.48,82,92,93,83
930,GWRE,Technology,Software—Application,NYSE,112.46,82,63,27,27
931,FSI,Basic Materials,Specialty Chemicals,NYSE MKT,112.45,82,77,63,88
932,NEU,Basic Materials,Specialty Chemicals,NYSE,112.44,82,79,74,67
933,LXRX,Healthcare,Biotechnology,NASDAQ,112.38,82,88,23,27
934,NVGS,Energy,Oil & Gas Midstream,NYSE,112.35,82,82,67,92
935,LFUS,Technology,Electronic Components,NASDAQ,112.32,82,73,47,40
936,ARNC,Industrials,Specialty Industrial Machinery,NYSE,112.31,82,68,37,22
937,THS,Consumer Defensive,Packaged Foods,NYSE,112.3,82,79,90,91
938,PFSI,Financial Services,Mortgage Finance,NYSE,112.29,82,80,87,52
939,FDEU,Financial Services,Asset Management,NYSE,112.25,82,72,76,45
940,WVE,Healthcare,Biotechnology,NASDAQ,112.21,82,97,99,93
941,PAA,Energy,Oil & Gas Midstream,NASDAQ,112.2,82,85,85,91
942,BYD,Consumer Cyclical,Resorts & Casinos,NYSE,112.19,82,74,61,60
943,RELX,Communication Services,Publishing,NYSE,112.19,82,73,65,55
944,AVNW,Technology,Communication Equipment,NASDAQ,112.18,82,85,72,71
945,KE,Industrials,Electrical Equipment & Parts,NASDAQ,112.17,82,88,87,50
946,PRIM,Industrials,Engineering & Construction,NASDAQ,112.16,82,88,76,28
947,DSGX,Technology,Software—Application,NASDAQ,112.16,82,77,54,76
948,NTNX,Technology,Software—Infrastructure,NASDAQ,112.15,82,84,90,84
949,MTD,Healthcare,Diagnostics & Research,NYSE,112.15,82,74,86,54
950,PTCT,Healthcare,Biotechnology,NASDAQ,112.13,82,87,34,94
951,USAU,Basic Materials,Gold,NASDAQ,112.11,82,27,77,26
952,WTT,Technology,Communication Equipment,NYSE MKT,112.09,82,83,93,45
953,LULU,Consumer Cyclical,Apparel Retail,NASDAQ,112.08,82,39,55,61
954,IHG,Consumer Cyclical,Lodging,NYSE,112.08,82,81,73,42
955,CWCO,Utilities,Utilities—Regulated Water,NASDAQ,112.06,82,80,80,97
956,CCEP,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,112.04,82,73,87,54
957,NJR,Utilities,Utilities—Regulated Gas,NYSE,112.03,82,77,89,69
958,FELE,Industrials,Specialty Industrial Machinery,NASDAQ,112.02,82,83,49,86
959,CRCT,Technology,Computer Hardware,NASDAQ,112.02,82,78,36,50
960,CVI,Energy,Oil & Gas Refining & Marketing,NYSE,111.97,82,89,92,98
961,CVGI,Consumer Cyclical,Auto Parts,NASDAQ,111.96,82,84,90,17
962,FHI,Financial Services,Asset Management,NYSE,111.95,82,80,83,71
963,CR,Industrials,Specialty Industrial Machinery,NYSE,111.92,82,86,75,74
964,CAH,Healthcare,Medical Distribution,NYSE,111.91,82,82,95,95
965,LSTR,Industrials,Integrated Freight & Logistics,NASDAQ,111.89,82,81,80,70
966,PAGP,Energy,Oil & Gas Midstream,NASDAQ,111.87,82,84,84,90
967,AGL,Healthcare,Medical Care Facilities,NYSE,111.86,82,91,16,61
968,CPSS,Financial Services,Credit Services,NASDAQ,111.81,82,74,52,18
969,XOM,Energy,Oil & Gas Integrated,NYSE,111.77,82,83,94,97
970,AXR,Real Estate,Real Estate Services,NYSE,111.77,82,78,51,57
971,QUAD,Industrials,Specialty Business Services,NYSE,111.67,82,85,95,21
972,BRC,Industrials,Security & Protection Services,NYSE,111.66,82,84,70,59
973,AKBA,Healthcare,Biotechnology,NASDAQ,111.64,82,99,95,5
974,PFGC,Consumer Defensive,Food Distribution,NYSE,111.61,82,74,91,67
975,ASLN,Healthcare,Biotechnology,NASDAQ,111.6,82,93,36,27
976,BVH,Consumer Cyclical,Resorts & Casinos,NYSE,111.58,82,93,83,21
977,PEGA,Technology,Software—Application,NASDAQ,111.58,82,67,20,8
978,FCX,Basic Materials,Copper,NYSE,111.55,82,80,85,54
979,JXN,Financial Services,Asset Management,NYSE,111.54,82,88,78,82
980,AVID,Communication Services,Electronic Gaming & Multimedia,NASDAQ,111.45,81,45,42,48
981,CAMT,Technology,Semiconductor Equipment & Materials,NASDAQ,111.45,81,67,26,27
982,GIB,Technology,Information Technology Services,NYSE,111.45,81,72,74,62
983,LGND,Healthcare,Biotechnology,NASDAQ,111.43,81,87,59,49
984,SNA,Industrials,Tools & Accessories,NYSE,111.43,81,78,83,83
985,VZIO,Technology,Consumer Electronics,NYSE,111.41,81,40,24,63
986,PWP,Financial Services,Capital Markets,NASDAQ,111.4,81,83,94,44
987,ITT,Industrials,Specialty Industrial Machinery,NYSE,111.38,81,83,80,63
988,KLAC,Technology,Semiconductor Equipment & Materials,NASDAQ,111.37,81,67,82,67
989,OTTR,Utilities,Utilities—Diversified,NASDAQ,111.37,81,81,42,73
990,WWW,Consumer Cyclical,Footwear & Accessories,NYSE,111.31,81,73,12,26
991,LAUR,Consumer Defensive,Education & Training Services,NASDAQ,111.31,81,81,51,84
992,GEL,Energy,Oil & Gas Midstream,NYSE,111.26,81,72,63,86
993,ARW,Technology,Electronics & Computer Distribution,NYSE,111.26,81,70,55,43
994,HCCI,Industrials,Waste Management,NASDAQ,111.24,81,85,76,83
995,FIZZ,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,111.23,81,35,65,42
996,STK,Financial Services,Asset Management,NYSE,111.23,81,60,38,42
997,QFIN,Financial Services,Credit Services,NASDAQ,111.22,81,93,97,68
998,BOSC,Technology,Communication Equipment,NASDAQ,111.22,81,64,31,46
999,ALSN,Consumer Cyclical,Auto Parts,NYSE,111.21,81,84,85,71
1000,PGR,Financial Services,Insurance—Property & Casualty,NYSE,111.21,81,85,85,90
1001,QSR,Consumer Cyclical,Restaurants,NYSE,111.2,81,74,89,70
1002,ANIX,Healthcare,Diagnostics & Research,NASDAQ,111.2,81,87,90,98
1003,LOPE,Consumer Defensive,Education & Training Services,NASDAQ,111.17,81,84,92,60
1004,PATH,Technology,Software—Infrastructure,NYSE,111.16,81,37,16,10
1005,RRR,Consumer Cyclical,Resorts & Casinos,NASDAQ,111.14,81,69,80,67
1006,VRTV,Industrials,Conglomerates,NYSE,111.14,81,70,63,71
1007,LIN,Basic Materials,Specialty Chemicals,NYSE,111.11,81,82,76,65
1008,CELH,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,111.11,81,78,96,96
1009,ACA,Industrials,Infrastructure Operations,NYSE,111.09,81,69,51,94
1010,CMCO,Industrials,Farm & Heavy Construction Machinery,NASDAQ,111.08,81,76,66,24
1011,ORAN,Communication Services,Telecom Services,NYSE,111.06,81,75,75,45
1012,FLNG,Energy,Oil & Gas Midstream,NYSE,111.04,81,88,88,97
1013,TW,Financial Services,Capital Markets,NASDAQ,111.03,81,72,40,25
1014,MIRM,Healthcare,Biotechnology,NASDAQ,111.02,81,80,49,61
1015,BSX,Healthcare,Medical Devices,NYSE,111.02,81,74,83,74
1016,DXCM,Healthcare,Diagnostics & Research,NASDAQ,111.01,81,88,85,81
1017,FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,110.94,81,86,37,23
1018,CETX,Technology,Software—Infrastructure,NASDAQ,110.92,81,63,4,7
1019,VMI,Industrials,Metal Fabrication,NYSE,110.89,81,85,93,94
1020,FAT,Consumer Cyclical,Restaurants,NASDAQ,110.89,81,75,21,70
1021,BATRK,Communication Services,Entertainment,NASDAQ,110.89,81,86,88,88
1022,HUBB,Industrials,Electrical Equipment & Parts,NYSE,110.88,81,85,83,94
1023,OXM,Consumer Cyclical,Apparel Manufacturing,NYSE,110.86,81,85,71,79
1024,CTXR,Healthcare,Biotechnology,NASDAQ,110.86,81,27,15,64
1025,ENR,Industrials,Electrical Equipment & Parts,NYSE,110.84,81,85,91,41
1026,OLLI,Consumer Defensive,Discount Stores,NASDAQ,110.84,81,72,38,60
1027,ASYS,Technology,Semiconductor Equipment & Materials,NASDAQ,110.83,81,52,40,89
1028,WEX,Technology,Software—Infrastructure,NYSE,110.79,81,83,74,56
1029,EEA,Financial Services,Asset Management,NYSE,110.79,81,76,75,38
1030,RLI,Financial Services,Insurance—Property & Casualty,NYSE,110.79,81,85,94,65
1031,CW,Industrials,Specialty Industrial Machinery,NYSE,110.78,81,78,86,88
1032,BATRA,Communication Services,Entertainment,NASDAQ,110.77,81,85,88,87
1033,VSH,Technology,Semiconductors,NYSE,110.77,81,66,84,76
1034,SCM,Financial Services,Asset Management,NYSE,110.76,81,85,79,76
1035,GLP,Energy,Oil & Gas Midstream,NYSE,110.74,81,90,94,93
1036,EDI,Financial Services,Asset Management,NYSE,110.73,80,76,63,29
1037,SFM,Consumer Defensive,Grocery Stores,NASDAQ,110.72,80,75,78,72
1038,ANIP,Healthcare,Drug Manufacturersâ€”Specialty & Generic,NASDAQ,110.7,80,89,88,72
1039,AAPL,Technology,Consumer Electronics,NASDAQ,110.67,80,47,27,62
1040,CREX,Technology,Software—Application,NASDAQ,110.66,80,71,27,32
1041,CALM,Consumer Defensive,Farm Products,NASDAQ,110.65,80,80,87,93
1042,KMT,Industrials,Tools & Accessories,NYSE,110.64,80,74,54,41
1043,EWCZ,Consumer Defensive,Household & Personal Products,NASDAQ,110.59,80,58,18,38
1044,MNTV,Technology,Software—Application,NASDAQ,110.58,80,16,25,6
1045,UAL,Industrials,Airlines,NASDAQ,110.58,80,89,65,38
1046,SWAG,Financial Services,Shell Companies,NASDAQ,110.52,80,76,22,19
1047,ET,Energy,Oil & Gas Midstream,NYSE,110.51,80,82,87,93
1048,SNDR,Industrials,Trucking,NYSE,110.48,80,83,76,60
1049,ECVT,Basic Materials,Specialty Chemicals,NYSE,110.46,80,79,42,47
1050,SBUX,Consumer Cyclical,Restaurants,NASDAQ,110.39,80,81,88,76
1051,DD,Basic Materials,Specialty Chemicals,NYSE,110.38,80,77,86,41
